ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO23N000876,행사,행사,2022 중문 칠선녀축제,제주특별자치도,서귀포시,5013011200,중문동,5013061000,중문동,501303350258,제주특별자치도 서귀포시 천제연로 132 중문관광단지,36903,나나992739,126.418354,33.252662,중문관광단지 및 천제연폭포 일원,2022-11-05,2022-11-06,지역특화 콘텐츠 홍보+사진전,중문동연합청년회,중문칠선녀축제위원회,,064-760-4824,https://seogwipo.go.kr/festivals/sevenbeauty/info/intro.htm,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000877,행사,행사,제28회 제주 성읍마을 전통민속재현축제,제주특별자치도,서귀포시,5013032023,표선면 성읍리,5013032000,표선면,501303350159,제주특별자치도 서귀포시 표선면 성읍정의현로 30,36919,다나350883,126.8014971,33.384904,제주성읍마을 남문광장,2022-10-09,2022-10-09,초가집줄놓기+전통혼례식 등,(사)성읍민속마을보존회+성읍1리 마을회,(사)성읍민속마을보존회+성읍1리 마을회,,064-760-4417,https://seogwipo.go.kr/festivals/seongeup/info/intro.htm,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000878,행사,행사,제11회 혼인지축제,제주특별자치도,서귀포시,5013025926,성산읍 온평리,5013025900,성산읍,501304850645,제주특별자치도 서귀포시 성산읍 온평애향로23번길 6,55514,다나442908,126.9001736,33.40812252,성산읍 온평리 일원 (황루알~혼인지),2022-10-15,2022-10-16,길트기+삼공주 추원제+민속경기+향토음식경연 등,성산읍 온평리 마을회,성산읍 온평리 마을회,,064-760-4282,https://seogwipo.go.kr/festivals/marriage/info/intro.htm,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000879,행사,행사,제20회 예래생태체험축제,제주특별자치도,서귀포시,5013012100,하예동,5013062000,예래동,501303350212,제주특별자치도 서귀포시 예래해안로 256,39224,나나964722,126.3887523,33.23654976,예래 논짓물 일원,2022-07-30,2022-07-31,생태마을탐방+맨손으로 넙치잡기+노래자랑 등,예래생태체험축제위원회,예래동주민자치위원회,,064-760-4845,https://seogwipo.go.kr/festivals/yerae/info/intro.htm,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000880,행사,행사,제40회 서귀포유채꽃축제 (축제명칭 변경),제주특별자치도,서귀포시,5013032024,표선면 가시리,5013032000,표선면,501303349231,제주특별자치도 서귀포시 표선면 녹산로 381-15,39301,다나289882,126.736285,33.383096,가시리 유채꽃광장 일대,2023-03-31,2023-04-02,유채꽃밭 관람+공연+체험 등,서귀포유채꽃축제조직위원회,제주특별자치도 서귀포시,,064-760-3942,http://www.seogwipo.go.kr/festivals/uchae/index.htm,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000881,행사,행사,제25회 서귀포유채꽃국제걷기대회,제주특별자치도,서귀포시,5013010200,법환동,5013059000,대륜동,501303350224,제주특별자치도 서귀포시 월드컵로 33,63572,다나077732,126.509275,33.246219,제주월드컵경기장 광장 및 서귀포시 일원,2023-03-25,2023-03-26,유채꽃 걷기 대회,(사)서귀포시관광협의회,제주특별자치도 서귀포시+(사)한국체육진흥회,,064-760-3320,https://cafe.daum.net/seogwipo-walking,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000882,행사,행사,김삿갓문화제,강원특별자치도,영월군,5175032527,김삿갓면 와석리,5175032500,김삿갓면,427503227004,강원도 영월군 김삿갓면 김삿갓로 216-22,39293,라바979984,128.6017366,37.07949201,김삿갓유적지 일원,2022-09-23,2022-09-25,조선시대영월과거대전+백일장+김삿갓해학의길걷기,영월문화재단,강원도 영월군,강원도+강원랜드,033-375-6353,http://www.ywcf.com/,김삿갓문학관+MTB라이딩+김삿갓계곡+전국휘호대회,2022-06-15,4270000,강원도 영월군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000883,행사,행사,계양산국악제,인천광역시,계양구,2824510200,계산동,2824561200,계산2동,282453008034,인천광역시 계양구 주부토로 570,21030,다사318497,126.728998,37.545044,계산체육공원+계양문화회관,2023-04-21,2023-04-22,국악경연대회(예선 : 온라인심사+결선 : 대면심사)+축하·기획·특별공연(온오프병행),인천광역시 계양구청,인천광역시 계양구청,인천광역시청,032-450-5874,,,2023-11-01,3550000,인천광역시 계양구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000884,행사,행사,제1회 계양 아라뱃길 워터축제,,,,,,,,,,,126.7380492,37.57467623,경인 아라뱃길 황어광장 일원,2023-08-19,2023-08-20,물놀이존 및 수상레저 체험+총놀이 이벤트+무료체험활동 등,인천광역시 계양구청+한국수자원공사 아라뱃길지사,(주)수자원환경산업진흥,,032-450-4105,,,2023-11-01,3550000,인천광역시 계양구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000885,행사,행사,계양 아라뱃길 라이트쇼,,,,,,,,,,,126.738101,37.57459055,경인 아라뱃길 황어광장 일원,2023-09-20,2023-09-20,계양 아라뱃길 빛의거리 점등식+축하공연,인천광역시 계양구청+한국수자원공사 아라뱃길지사,(주)수자원환경산업진흥,,032-450-4105,,,2023-11-01,3550000,인천광역시 계양구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000886,행사,행사,제2회 계양 빛 축제,인천광역시,계양구,2824510200,계산동,2824561400,계산4동,282453155002,인천광역시 계양구 계산새로 88,52405,다사326489,126.7377601,37.53744056,계양구청 남측광장+계양문화로+오조산공원 일대,2023-09-26,2024-02-16,계양구청 남측광장+계양문화로+오조산공원 경관조명 및 포토존 조성,인천광역시 계양구청,인천광역시 계양구청,,032-450-4105,,,2023-11-01,3550000,인천광역시 계양구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000887,행사,행사,제29회 구민의 날 기념 가을음악회,인천광역시,계양구,2824510400,서운동,2824564000,작전서운동,282452000016,인천광역시 계양구 봉오대로 855,52448,다사333482,126.7438869,37.53246311,계양 아시아드 양궁장,2023-10-05,2023-10-05,인기가수 및 지역예술인 공연+드론쇼,인천광역시 계양구청,인천광역시 계양구청,,032-450-5874,,,2023-11-01,3550000,인천광역시 계양구,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000888,행사,행사,제12회 대한민국와인축제,충청북도,영동군,4374025021,영동읍 계산리,4374025000,영동읍,437403243018,충청북도 영동군 영동읍 동정로 1,52426,라마255975,,,영동체육관 일원,2023-10-12,2023-10-15,와인시음판매장+공연 등,(재)영동축제관광재단+와인연구회,충청북도 영동군,,043-745-8916,,,2023-12-07,4440000,충청북도 영동군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000889,행사,행사,양구곰취축제,,,,,,,,,,,,,레포츠공원 일원,2024-05-03,2024-05-06,"곰취판매 및 홍보, 축제프로그램 운영",(재)양구문화재단,(재)양구문화재단,강원특별자치도+21사단+NH농협은행양구군지부+유관기관 단체,033-482-9612,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=72&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,2024-02-28,4321000,강원특별자치도 양구군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000890,행사,행사,[개막행사] 성남시청소년어울림마당,경기도,성남시,4113510800,판교동,4113565000,판교동,411354860423,경기도 성남시 분당구 판교공원로4길 27,52440,다사637326,127.0908707,37.39189847,분당판교청소년수련관,2024-04-27,2024-04-27,경기도 대표 청소년 동아리공연 및 동아리지원사업체험부스 운영 등,성남시청소년재단,경기도 성남시,,031-729-9637,,,2024-02-27,3780000,경기도 성남시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000891,행사,행사,제18회 쇠소깍축제,제주특별자치도,서귀포시,5013010800,하효동,5013055000,효돈동,501303350171,제주특별자치도 서귀포시 쇠소깍로 151-7,48095,다나181735,126.620922,33.25016656,하효항 및 쇠소깍 해변,2022-08-13,2022-08-14,쇠소깍 어린이 사생대회+보물찾기 등,효돈동연합청년회,효돈동연합청년회,효돈동주민센터,064-760-4623,https://seogwipo.go.kr/festivals/blacksand/index.htm,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000892,행사,행사,제28회 서귀포칠십리축제,제주특별자치도,서귀포시,5013010100,서귀동,5013051000,송산동,501303350263,제주특별자치도 서귀포시 칠십리로 120-12,48095,다나130726,126.5668484,33.24144151,서귀포시 자구리공원 및 시내 일원,2022-10-14,2022-10-16,칠십리 퍼레이드+문화예술 한마당 등,서귀포칠십리축제조직위원회,제주특별자치도 서귀포시,,064-760-3942,https://seogwipo.go.kr/festivals/70ni/index.htm,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000893,행사,행사,제23회 서귀포 겨울바다 국제펭귄수영대회,,,,,,,,,,,126.4080834,33.24523114,중문색달해수욕장 (중문관광단지 내),2023-01-01,2023-01-01,2023 새로운 출발 새로운 다짐,(사)서귀포시관광협의회,제주특별자치도 서귀포시,,064-739-7201,https://seogwipo.go.kr/festivals/penguinswimming/info/intro.htm,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000894,행사,행사,제30회 성산일출축제,제주특별자치도,서귀포시,5013025921,성산읍 성산리,5013025900,성산읍,501303350244,제주특별자치도 서귀포시 성산읍 일출로 284-12,48095,다나476968,126.9368007,33.46223376,서귀포시 성산일출봉 일원,2022-12-31,2023-01-01,코로나19 종식 기원 제주 큰굿+성산 10경+열린 음악회 등,제주특별자치도,성산일출축제위원회,,064-760-4281,https://www.sunrisefestival.kr/welcome,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000895,행사,행사,제22회 최남단 방어축제,제주특별자치도,서귀포시,5013025022,대정읍 하모리,5013025000,대정읍,501303350261,제주특별자치도 서귀포시 대정읍 최남단해안로 66,48095,나나837699,126.2520491,33.21449893,모슬포항 일원,2022-11-26,2022-12-25,청정 바다의 흥과멋과 맛의 향연,최남단방어축제위원회,최남단방어축제위원회,해양수산부+제주특별자치도+제주특별자치도 서귀포시+수협중앙회+모슬포수협,064-794-8032,http://bangeofestival.com/introduction,,2024-03-13,6520000,제주특별자치도 서귀포시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000896,행사,행사,제1회 상록수문화제,경기도,안산시,4127110400,본오동,4127156000,본오3동,412714370208,경기도 안산시 상록구 샘골서길 64,48095,다사434224,126.8627402,37.299644,상록수공원 및 샘골로 일대,2013-08-31,2013-08-31,기념음악회+체험박람회+작품발표회+사생대회 등,경기도 안산시청,경기도 안산시청,국가보훈처,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,2024-04-17,3930000,경기도 안산시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000897,행사,행사,제2회 상록수문화제,경기도,안산시,4127110400,본오동,4127156000,본오3동,412714370208,경기도 안산시 상록구 샘골서길 64,48095,다사434224,126.8627402,37.299644,상록수공원 및 샘골로 일대,2014-09-27,2014-09-27,기념음악회+체험박람회+작품발표회+사생대회 등,경기도 안산시청,경기도 안산시청,경기도청+국가보훈처,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,2024-04-17,3930000,경기도 안산시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000898,행사,행사,안산국제거리극축제,경기도,안산시,4127310100,고잔동,4127353500,호수동,412732190001,경기도 안산시 단원구 광덕대로 157,48095,다사406237,126.829822,37.310742,안산시 문화광장,2015-05-01,2015-05-03,순수예술축제,경기도 안산시청,경기도 안산시청,경기도 안산시청,031-481-4030,https://www.ansanart.com/index.do,대부도,2024-04-17,3930000,경기도 안산시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000899,행사,행사,여르미오페스티벌,경기도,안산시,4127310100,고잔동,4127353500,호수동,412732190001,경기도 안산시 단원구 광덕대로 157,48095,다사406237,126.829822,37.310742,안산시 문화광장,2015-08-08,2015-08-08,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com//lay2/S1T54C56/contents.do,대부도,2024-04-17,3930000,경기도 안산시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000900,행사,행사,제3회 상록수문화제,경기도,안산시,4127110400,본오동,4127156000,본오3동,412714370208,경기도 안산시 상록구 샘골서길 64,48095,다사434224,126.8627402,37.299644,본오3동공영주차장+상록수공원 및 샘골로 일대,2015-09-19,2015-09-19,기념음악회+체험박람회+작품발표회+사생대회 등,경기도 안산시청,경기도 안산시청,경기도청+국가보훈처,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,2024-04-17,3930000,경기도 안산시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000901,행사,행사,안산국제거리극축제,경기도,안산시,4127310100,고잔동,4127353500,호수동,412732190001,경기도 안산시 단원구 광덕대로 157,48095,다사406237,126.829822,37.310742,안산시 문화광장,2016-05-05,2016-05-08,순수예술축제,경기도 안산시청,경기도 안산시청,경기도 안산시청,031-481-4030,https://www.ansanart.com/index.do,대부도,2024-04-17,3930000,경기도 안산시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000902,행사,행사,삼수 매봉산 바람개비 축제,강원특별자치도,태백시,5119010200,장성동,5119059500,장성동,421904466163,강원도 태백시 장성1길 171,48095,마사340012,129.0082172,37.10051315,매봉산 일원,2022-08-05,2022-08-07,공연+체험프로그램+부스 운영 등,삼수동주민자치위원회,삼수동축제위원회,강원도 태백시청,033-552-1376,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000903,행사,행사,장성탄탄축제활기찬동행,강원특별자치도,태백시,5119010200,장성동,5119059500,장성동,421904466163,강원도 태백시 장성1길 171,48095,마사340012,129.0082172,37.10051315,장성중앙시장 일원,2022-09-24,2022-09-25,공연+체험프로그램+부스 운영 등,장성동축제위원회,징성동주민자치위원회,강원도 태백시청,033-581-6903,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000904,행사,행사,태백 황지연못 황부자며느리 축제,강원특별자치도,태백시,5119010200,장성동,5119059500,장성동,421904466163,강원도 태백시 장성1길 171,48095,마사340012,129.0082172,37.10051315,횡지연못(문화광장) 일원,2022-09-23,2022-09-25,마당극+걷기행사+가요제+야시장,태백시여성단체협의회,황부자며느리축제위원회,강원도 태백시청,033-552-1370,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000905,행사,행사,철암 단풍축제,강원특별자치도,태백시,5119010200,장성동,5119059500,장성동,421904466163,강원도 태백시 장성1길 171,48095,마사340012,129.0082172,37.10051315,철암단풍군락지 일원,2022-10-14,2022-10-16,단풍길 걷기대회+전시회+먹거리 장터 등,철암동주민자치회,철암단풍축제위원회,강원도 태백시청,033-582-7906,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000906,행사,행사,태백산 눈축제,강원특별자치도,태백시,5119010200,장성동,5119059500,장성동,421904466163,강원도 태백시 장성1길 171,48095,마사340012,129.0082172,37.10051315,태백산국립공원+황지연못 일원,2023-01-01,2023-01-01,눈조각대회+눈꽃등반대회+체험행사+공연 등,태백시문화재단,태백시문화재단,강원도 태백시청,033-553-6900,http://tbcf.or.kr/,,2022-12-05,4220000,강원도 태백시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000907,행사,행사,강릉단오제,강원특별자치도,강릉시,5115012100,노암동,5115061500,강남동,421504460317,강원도 강릉시 단오장길 1 (노암동),59065,마사229730,128.8950714,37.74820212,강릉시 남대천 단오장 및 지정행사장,2022-05-30,2022-06-06,문화재행사+단오TV+전시+시민참여행사+단오유스페스티벌+온라인 챌린지 행사 등,(사)강릉단오제위원회+(사)강릉단오제보존회 외,(사)강릉단오제위원회+(사)강릉단오제보존회,강원도청+문화체육관광부,033-641-1593,http://www.danojefestival.or.kr,축제개요+역사+사진자료 등,2022-12-07,4200000,강원도 강릉시,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000908,행사,행사,도솔산지구전투 전승행사,강원특별자치도,양구군,5180025021,양구읍 상리,5180025000,양구읍,428003232006,강원도 양구군 양구읍 박수근로 366-33,57544,라아422119,127.981517,38.10632441,도솔산전적비,2022-06-19,2022-06-19,추모식,도솔산전적문화제 집행위원회,(사)양구군축제위원회+해병대전우회중앙회+해병대사령부,국방부+국가보훈처+백두산부대,033-480-2230,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=286&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,2022-10-07,4320000,강원도 양구군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000909,행사,행사,양록제,,,,,,,,,,,,,양록제단 일원,2022-10-06,2022-10-08,양록제례,양록제집행위원회,(사)양구군축제위원회,,033-480-2230,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=76&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,2022-10-07,4320000,강원도 양구군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000910,행사,행사,양구배꼽축제,,,,,,,,,,,,,레포츠공원 일원,2022-09-02,2022-09-04,세상에 없던 즐거움 웃음이 평화다 YOU MUST COME 배꼽,(재)양구문화재단,(재)양구문화재단,강원도+21사단+NH농협은행양구군지부+유관기관 단체,033-482-9612,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=78&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,2022-10-07,4320000,강원도 양구군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000911,행사,행사,제주허브동산 설유화 축제,제주특별자치도,서귀포시,5013032021,표선면 표선리,5013032000,표선면,501303350061,제주특별자치도 서귀포시 표선면 돈오름로 170,24264,다나362822,126.8147261,33.3291241,제주허브동산,2023-03-25,2023-04-15,제주허브동산에서 봄나들이 시즌을 맞아 3월 25일부터 설유화 축제를 개최한다.,제주허브동산,제주허브동산,,064-787-7362,www.herbdongsan.com,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000912,행사,행사,휴애리 봄 수국축제,제주특별자치도,서귀포시,5013025329,남원읍 신례리,5013025300,남원읍,501303350180,제주특별자치도 서귀포시 남원읍 신례동로 256,24239,다나195801,126.6343808,33.3085451,휴애리,2023-04-07,2023-06-14,2023 휴애리 봄 수국축제는 정성스럽게 키운 다양한 수국을 온실 수국정원 카페주변등 공원 곳곳에서 감상할 수 있어 제주도민과 상춘객에게 인기가 좋은 제주 대표 봄 축제가 될 것으로 전망된다.,휴애리자연생활공원,휴애리자연생활공원,,064-732-2114,www.hueree.com,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000913,행사,행사,빛의 벙커 ’세잔프로방스의빛/칸딘스키’ 전,,,,,,,,제주특별자치도 서귀포시 선산읍 서성이로 1168번길 89-17,24336,다나441944,126.899177,33.439863,빛의 벙커,2022-11-04,2023-10-15,현대미술의 아버지로 칭송받는 세잔과 추상미술의 창시자 칸딘스키의 작품들이 벙커 내부를 가득 채운다.,㈜티모넷,㈜티모넷,,1522-2653,www.deslumieres.co.kr/bunker,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000914,행사,행사,친환경 그래비티 레이싱 : 23시즌 정규 라운드(9.81파크),제주특별자치도,제주시,5011025336,애월읍 어음리,5011025300,애월읍,501103349188,제주특별자치도 제주시 애월읍 천덕로 880-24,24336,나나942893,126.366509,33.39003694,9.81파크,2023-01-30,2023-11-05,제주의 자연을 느끼며 레이싱을 즐기고 탑승기록과 영상까지 무료로 받을 수 있는 9.81파크의 대표 액티비티인 ‘레이스 981’의 2023년 시즌 X리그 정규 라운드가 개막했다.,환국관광공사,문화체육관광부,,1833-9810,www.981park.com/,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000915,행사,행사,제주 다이노스 어라이브 <JEJU DINOS ALIVE>,제주특별자치도,서귀포시,5013031027,안덕면 서광리,5013031000,안덕면,501303349232,제주특별자치도 서귀포시 안덕면 녹차분재로 218,59004,나나882799,126.2996615,33.3042074,제주항공우주박물관,2022-08-10,2023-08-09,수중 공룡들과 함게 뛰어 노는 <언더워터 이머시브 체험존> 어린이 관람객을 위한 <공룡 라이더> <3D 라이브 스케치> 공룡과 달리기 경주하는 <다이노 레이스> 고고학자가 되어보는 <공룡화석 발굴체험>과 고해상도 미디어아트로 연출된 실감미디어 전시 체험 등을 경험할 수 있다.,㈜ZNODE,㈜ZNODE,제주MBC,064-794-3334,www.dinosalive.co.kr/,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000916,행사,행사,마노르블랑 수국축제,제주특별자치도,서귀포시,5013031026,안덕면 덕수리,5013031000,안덕면,501304850735,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,63527,나나877743,126.2949866,33.25482364,마노르블랑,2023-04-20,2023-08-31,작년에 이어 올해도 유럽수국축제를 맞이하고 있다.,마노르블랑,마노르블랑,,064-794-0999,manorblanc.modoo.at/,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000917,행사,행사,플리마켓 <신화愛퐁당>,제주특별자치도,서귀포시,5013031027,안덕면 서광리,5013031000,안덕면,501304852219,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,59047,나나895799,126.316352,33.30497268,제주신화월드,2023-04-08,2024-03-31,제주애퐁당과 제주 로컬 기업·상점들이 손잡고 제주신화월드에서 지역 사회 상생 발전과 소상공인 및 청년 기업의 다양한 제품 홍보를 하고있다.,제주신화월드,제주신화월드,,070-4548-3340,www.shinhwaworld.com/article.aspx?lang=KR&aid=8189,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000918,행사,행사,LASP X 신라 : 공간과 순간이 만나 예술이 되다,제주특별자치도,제주시,5011013700,연동,5011065000,연동,501103349041,제주특별자치도 제주시 노연로 69,44530,다나059998,126.4875771,33.48628575,제주신라면세점,2023-04-01,2023-09-26,문화를 통한 공유라는 가치 아래 지역 신진 작가들의 활동을 지원하는 아트플랫폼 라스프 신라면세점 제주점과 협업으로 제주 작가 6인의 첫 전시를 개관합니다.,신라면세점,㈜미오컴템포러리 ㈜피블 크리에이티브 그룹,㈜고앤서 컴퍼니,1688-1110,,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000919,행사,행사,구팔일 올데이페스티벌,제주특별자치도,제주시,5011025336,애월읍 어음리,5011025300,애월읍,501103349188,제주특별자치도 제주시 애월읍 천덕로 880-24,53060,나나942893,126.366509,33.39003694,9.81파크,2023-04-29,2023-08-26,한낮부터 해질 때까지 끝없이 이어지는 라이브 디제잉을 제주 자연과 함께,모노리스제주파크,모노리스제주파크,,064-1833-9810,www.981park.com/,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000920,행사,행사,삼다공원 야간콘서트,제주특별자치도,제주시,5011013700,연동,5011065000,연동,501104848594,제주특별자치도 제주시 은남길 8,25332,다다066001,126.495684,33.48893171,삼다공원,2023-04-28,2023-06-16,제주시 연동 도심 속 삼다공원에서 펼쳐지는 야간공연,제주관광공사,제주특별자치도,,064-727-0122,www.instagram.com/samda_concert/,,2023-12-05,6500000,제주특별자치도,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000921,행사,행사,철원 DMZ 평화 꽃송이 축제,강원특별자치도,철원군,5178025923,동송읍 장흥리,5178025900,동송읍,427803230034,강원도 철원군 동송읍 태봉로 1799-15,24023,다아817207,127.2916265,38.18676153,고석정 꽃밭,2019-09-06,2019-10-06,"세종대왕 강무행차, k-pop공연, 꽃밭 주야간 개장 등",철원군축제위원회,철원군,,033-450-5766,,,2020-08-26,4300000,강원도 철원군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000922,행사,행사,DMZ피스트레인 뮤직 페스티벌,강원특별자치도,철원군,5178025923,동송읍 장흥리,5178025900,동송읍,427803230034,강원도 철원군 동송읍 태봉로 1825,24023,다아815207,127.2878204,38.18719254,고석정+노동당사+월정리역+소이산,2019-06-05,2019-06-09,"음악공연, 무용공연, 국제컨퍼런스 등",(사)피스트레인,강원도+철원군+서울시+(사)피스트레인,한국관광공사,033-450-5092,,,2020-08-26,4300000,강원도 철원군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
KC488PO23N000923,행사,행사,정선아리랑제,강원특별자치도,정선군,5177025021,정선읍 봉양리,5177025000,정선읍,427704487143,강원도 정선군 정선읍 봉양3길 17,52302,마사027318,128.6602287,37.38024298,강원도 정선군 정선읍 아라리공원,2023-09-14,2023-09-17,강원도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승,(사)정선아리랑제위원회,강원도 정선군청,문화체육관광부+국립국악원 등,033-563-2646,www.arirangfestival.kr,,2023-04-05,4290000,강원도 정선군,20240531,문화체육관광부,KC_488_WNTY_CLTFSTVL_2023,20240530
